CEP,Endereço,Pais
77871,"Normangee, TX", USA
77872,"North Zulch, TX", USA
77873,"Richards, TX", USA
77875,"Roans Prairie, TX", USA
77876,"Shiro, TX", USA
77878,"Snook, TX", USA
77879,"Somerville, TX", USA
77880,"Washington, TX", USA
77881,"Wellborn, TX", USA
77882,"Wheelock, TX", USA
77901,"Victoria, TX", USA
77902,"Victoria, TX", USA
77903,"Victoria, TX", USA
77904,"Victoria, TX", USA
77905,"Victoria, TX", USA
77950,"Austwell, TX", USA
77951,"Bloomington, TX", USA
77954,"Cuero, TX", USA
77957,"Edna, TX", USA
77960,"Fannin, TX", USA
77961,"Francitas, TX", USA
77962,"Ganado, TX", USA
77963,"Goliad, TX", USA
77964,"Hallettsville, TX", USA
77967,"Hochheim, TX", USA
77968,"Inez, TX", USA
77969,"La Salle, TX", USA
77970,"La Ward, TX", USA
77971,"Lolita, TX", USA
77973,"Mcfaddin, TX", USA
77974,"Meyersville, TX", USA
77975,"Moulton, TX", USA
77976,"Nursery, TX", USA
77977,"Placedo, TX", USA
77978,"Point Comfort, TX", USA
77979,"Port Lavaca, TX", USA
77983,"Seadrift, TX", USA
77984,"Shiner, TX", USA
77986,"Sublime, TX", USA
77987,"Sweet Home, TX", USA
77988,"Telferner, TX", USA
77989,"Thomaston, TX", USA
77990,"Tivoli, TX", USA
77991,"Vanderbilt, TX", USA
77993,"Weesatche, TX", USA
77994,"Westhoff, TX", USA
77995,"Yoakum, TX", USA
78001,"Artesia Wells, TX", USA
78002,"Atascosa, TX", USA
78004,"Bergheim, TX", USA
78005,"Bigfoot, TX", USA
78006,"Boerne, TX", USA
78007,"Calliham, TX", USA
78008,"Campbellton, TX", USA
78009,"Castroville, TX", USA
78010,"Center Point, TX", USA
78011,"Charlotte, TX", USA
78012,"Christine, TX", USA
78013,"Comfort, TX", USA
78014,"Cotulla, TX", USA
78015,"Boerne, TX", USA
78016,"Devine, TX", USA
78017,"Dilley, TX", USA
78019,"Encinal, TX", USA
78021,"Fowlerton, TX", USA
78022,"George West, TX", USA
78023,"Helotes, TX", USA
78024,"Hunt, TX", USA
78025,"Ingram, TX", USA
78026,"Jourdanton, TX", USA
78027,"Kendalia, TX", USA
78028,"Kerrville, TX", USA
78029,"Kerrville, TX", USA
78039,"La Coste, TX", USA
78040,"Laredo, TX", USA
78041,"Laredo, TX", USA
78042,"Laredo, TX", USA
78043,"Laredo, TX", USA
78044,"Laredo, TX", USA
78045,"Laredo, TX", USA
78046,"Laredo, TX", USA
78049,"Laredo, TX", USA
78050,"Leming, TX", USA
78052,"Lytle, TX", USA
78054,"Macdona, TX", USA
78055,"Medina, TX", USA
78056,"Mico, TX", USA
78057,"Moore, TX", USA
78058,"Mountain Home, TX", USA
78059,"Natalia, TX", USA
78060,"Oakville, TX", USA
78061,"Pearsall, TX", USA
78062,"Peggy, TX", USA
78063,"Pipe Creek, TX", USA
78064,"Pleasanton, TX", USA
78065,"Poteet, TX", USA
78066,"Rio Medina, TX", USA
78067,"San Ygnacio, TX", USA
78069,"Somerset, TX", USA
78070,"Spring Branch, TX", USA
78071,"Three Rivers, TX", USA
78072,"Tilden, TX", USA
78073,"Von Ormy, TX", USA
78074,"Waring, TX", USA
78075,"Whitsett, TX", USA
78076,"Zapata, TX", USA
78101,"Adkins, TX", USA
78102,"Beeville, TX", USA
78104,"Beeville, TX", USA
78107,"Berclair, TX", USA
78108,"Cibolo, TX", USA
78109,"Converse, TX", USA
78111,"Ecleto, TX", USA
78112,"Elmendorf, TX", USA
78113,"Falls City, TX", USA
78114,"Floresville, TX", USA
78115,"Geronimo, TX", USA
78116,"Gillett, TX", USA
78117,"Hobson, TX", USA
78118,"Karnes City, TX", USA
78119,"Kenedy, TX", USA
78121,"La Vernia, TX", USA
78122,"Leesville, TX", USA
78123,"Mc Queeney, TX", USA
78124,"Marion, TX", USA
78125,"Mineral, TX", USA
78130,"New Braunfels, TX", USA
78131,"New Braunfels, TX", USA
78132,"New Braunfels, TX", USA
78133,"Canyon Lake, TX", USA
78135,"New Braunfels, TX", USA
78140,"Nixon, TX", USA
78141,"Nordheim, TX", USA
78142,"Normanna, TX", USA
78143,"Pandora, TX", USA
78144,"Panna Maria, TX", USA
78145,"Pawnee, TX", USA
78146,"Pettus, TX", USA
78147,"Poth, TX", USA
78148,"Universal City, TX", USA
78150,"Randolph Afb, TX", USA
78151,"Runge, TX", USA
78152,"Saint Hedwig, TX", USA
78154,"Schertz, TX", USA
78155,"Seguin, TX", USA
78156,"Seguin, TX", USA
78159,"Smiley, TX", USA
78160,"Stockdale, TX", USA
78161,"Sutherland Springs, TX", USA
78162,"Tuleta, TX", USA
78163,"Bulverde, TX", USA
78164,"Yorktown, TX", USA
78201,"San Antonio, TX", USA
78202,"San Antonio, TX", USA
78203,"San Antonio, TX", USA
78204,"San Antonio, TX", USA
78205,"San Antonio, TX", USA
78206,"San Antonio, TX", USA
78207,"San Antonio, TX", USA
78208,"San Antonio, TX", USA
78209,"San Antonio, TX", USA
78210,"San Antonio, TX", USA
78211,"San Antonio, TX", USA
78212,"San Antonio, TX", USA
78213,"San Antonio, TX", USA
78214,"San Antonio, TX", USA
78215,"San Antonio, TX", USA
78216,"San Antonio, TX", USA
78217,"San Antonio, TX", USA
78218,"San Antonio, TX", USA
78219,"San Antonio, TX", USA
78220,"San Antonio, TX", USA
78221,"San Antonio, TX", USA
78222,"San Antonio, TX", USA
78223,"San Antonio, TX", USA
78224,"San Antonio, TX", USA
78225,"San Antonio, TX", USA
78226,"San Antonio, TX", USA
78227,"San Antonio, TX", USA
78228,"San Antonio, TX", USA
78229,"San Antonio, TX", USA
78230,"San Antonio, TX", USA
78231,"San Antonio, TX", USA
78232,"San Antonio, TX", USA
78233,"San Antonio, TX", USA
78234,"San Antonio, TX", USA
78235,"San Antonio, TX", USA
78236,"Lackland A F B, TX", USA
78237,"San Antonio, TX", USA
78238,"San Antonio, TX", USA
78239,"San Antonio, TX", USA
78240,"San Antonio, TX", USA
78241,"San Antonio, TX", USA
78242,"San Antonio, TX", USA
78243,"San Antonio, TX", USA
78244,"San Antonio, TX", USA
78245,"San Antonio, TX", USA
78246,"San Antonio, TX", USA
78247,"San Antonio, TX", USA
78248,"San Antonio, TX", USA
78249,"San Antonio, TX", USA
78250,"San Antonio, TX", USA
78251,"San Antonio, TX", USA
78252,"San Antonio, TX", USA
78253,"San Antonio, TX", USA
78254,"San Antonio, TX", USA
78255,"San Antonio, TX", USA
78256,"San Antonio, TX", USA
78257,"San Antonio, TX", USA
78258,"San Antonio, TX", USA
78259,"San Antonio, TX", USA
78260,"San Antonio, TX", USA
78261,"San Antonio, TX", USA
78263,"San Antonio, TX", USA
78264,"San Antonio, TX", USA
78265,"San Antonio, TX", USA
78266,"San Antonio, TX", USA
78268,"San Antonio, TX", USA
78269,"San Antonio, TX", USA
78270,"San Antonio, TX", USA
78278,"San Antonio, TX", USA
78279,"San Antonio, TX", USA
78280,"San Antonio, TX", USA
78283,"San Antonio, TX", USA
78284,"San Antonio, TX", USA
78285,"San Antonio, TX", USA
78288,"San Antonio, TX", USA
78289,"San Antonio, TX", USA
78291,"San Antonio, TX", USA
78292,"San Antonio, TX", USA
78293,"San Antonio, TX", USA
78294,"San Antonio, TX", USA
78295,"San Antonio, TX", USA
78296,"San Antonio, TX", USA
78297,"San Antonio, TX", USA
78298,"San Antonio, TX", USA
78299,"San Antonio, TX", USA
78330,"Agua Dulce, TX", USA
78332,"Alice, TX", USA
78333,"Alice, TX", USA
78335,"Aransas Pass, TX", USA
78336,"Aransas Pass, TX", USA
78338,"Armstrong, TX", USA
78339,"Banquete, TX", USA
78340,"Bayside, TX", USA
78341,"Benavides, TX", USA
78342,"Ben Bolt, TX", USA
78343,"Bishop, TX", USA
78344,"Bruni, TX", USA
78347,"Chapman Ranch, TX", USA
78349,"Concepcion, TX", USA
78350,"Dinero, TX", USA
78351,"Driscoll, TX", USA
78352,"Edroy, TX", USA
78355,"Falfurrias, TX", USA
78357,"Freer, TX", USA
78358,"Fulton, TX", USA
78359,"Gregory, TX", USA
78360,"Guerra, TX", USA
78361,"Hebbronville, TX", USA
78362,"Ingleside, TX", USA
78363,"Kingsville, TX", USA
78364,"Kingsville, TX", USA
78368,"Mathis, TX", USA
78369,"Mirando City, TX", USA
78371,"Oilton, TX", USA
78372,"Orange Grove, TX", USA
78373,"Port Aransas, TX", USA
78374,"Portland, TX", USA
78375,"Premont, TX", USA
78376,"Realitos, TX", USA
78377,"Refugio, TX", USA
78379,"Riviera, TX", USA
78380,"Robstown, TX", USA
78381,"Rockport, TX", USA
78382,"Rockport, TX", USA
78383,"Sandia, TX", USA
78384,"San Diego, TX", USA
78385,"Sarita, TX", USA
78387,"Sinton, TX", USA
78389,"Skidmore, TX", USA
78390,"Taft, TX", USA
78391,"Tynan, TX", USA
78393,"Woodsboro, TX", USA
78401,"Corpus Christi, TX", USA
78402,"Corpus Christi, TX", USA
78403,"Corpus Christi, TX", USA
78404,"Corpus Christi, TX", USA
78405,"Corpus Christi, TX", USA
78406,"Corpus Christi, TX", USA
78407,"Corpus Christi, TX", USA
78408,"Corpus Christi, TX", USA
78409,"Corpus Christi, TX", USA
78410,"Corpus Christi, TX", USA
78411,"Corpus Christi, TX", USA
78412,"Corpus Christi, TX", USA
78413,"Corpus Christi, TX", USA
78414,"Corpus Christi, TX", USA
78415,"Corpus Christi, TX", USA
78416,"Corpus Christi, TX", USA
78417,"Corpus Christi, TX", USA
78418,"Corpus Christi, TX", USA
78419,"Corpus Christi, TX", USA
78426,"Corpus Christi, TX", USA
78427,"Corpus Christi, TX", USA
78460,"Corpus Christi, TX", USA
78463,"Corpus Christi, TX", USA
78465,"Corpus Christi, TX", USA
78466,"Corpus Christi, TX", USA
78467,"Corpus Christi, TX", USA
78468,"Corpus Christi, TX", USA
78469,"Corpus Christi, TX", USA
78470,"Corpus Christi, TX", USA
78472,"Corpus Christi, TX", USA
78474,"Corpus Christi, TX", USA
78480,"Corpus Christi, TX", USA
78501,"Mcallen, TX", USA
78502,"Mcallen, TX", USA
78503,"Mcallen, TX", USA
78504,"Mcallen, TX", USA
78505,"Mcallen, TX", USA
78516,"Alamo, TX", USA
78520,"Brownsville, TX", USA
78521,"Brownsville, TX", USA
78522,"Brownsville, TX", USA
78523,"Brownsville, TX", USA
78526,"Brownsville, TX", USA
78535,"Combes, TX", USA
78536,"Delmita, TX", USA
78537,"Donna, TX", USA
78538,"Edcouch, TX", USA
78539,"Edinburg, TX", USA
78540,"Edinburg, TX", USA
78541,"Edinburg, TX", USA
78542,"Edinburg, TX", USA
78543,"Elsa, TX", USA
78545,"Falcon Heights, TX", USA
78547,"Garciasville, TX", USA
78548,"Grulla, TX", USA
78549,"Hargill, TX", USA
78550,"Harlingen, TX", USA
78551,"Harlingen, TX", USA
78552,"Harlingen, TX", USA
78553,"Harlingen, TX", USA
78557,"Hidalgo, TX", USA
78558,"La Blanca, TX", USA
78559,"La Feria, TX", USA
12784,"Thompsonville, NY", USA
12785,"Westbrookville, NY", USA
12786,"White Lake, NY", USA
12787,"White Sulphur Springs, NY", USA
12788,"Woodbourne, NY", USA
12789,"Woodridge, NY", USA
12790,"Wurtsboro, NY", USA
12791,"Youngsville, NY", USA
12792,"Yulan, NY", USA
12801,"Glens Falls, NY", USA
12803,"South Glens Falls, NY", USA
12804,"Queensbury, NY", USA
12808,"Adirondack, NY", USA
12809,"Argyle, NY", USA
12810,"Athol, NY", USA
12811,"Bakers Mills, NY", USA
12812,"Blue Mountain Lake, NY", USA
12814,"Bolton Landing, NY", USA
12815,"Brant Lake, NY", USA
12816,"Cambridge, NY", USA
12817,"Chestertown, NY", USA
12819,"Clemons, NY", USA
12820,"Cleverdale, NY", USA
12821,"Comstock, NY", USA
12822,"Corinth, NY", USA
12823,"Cossayuna, NY", USA
12824,"Diamond Point, NY", USA
12827,"Fort Ann, NY", USA
12828,"Fort Edward, NY", USA
12831,"Gansevoort, NY", USA
12832,"Granville, NY", USA
12833,"Greenfield Center, NY", USA
12834,"Greenwich, NY", USA
12835,"Hadley, NY", USA
12836,"Hague, NY", USA
12837,"Hampton, NY", USA
12838,"Hartford, NY", USA
12839,"Hudson Falls, NY", USA
12841,"Huletts Landing, NY", USA
12842,"Indian Lake, NY", USA
12843,"Johnsburg, NY", USA
12844,"Kattskill Bay, NY", USA
12845,"Lake George, NY", USA
12846,"Lake Luzerne, NY", USA
12847,"Long Lake, NY", USA
12848,"Middle Falls, NY", USA
12849,"Middle Granville, NY", USA
12850,"Middle Grove, NY", USA
12851,"Minerva, NY", USA
12852,"Newcomb, NY", USA
12853,"North Creek, NY", USA
12854,"North Granville, NY", USA
12855,"North Hudson, NY", USA
12856,"North River, NY", USA
12857,"Olmstedville, NY", USA
12858,"Paradox, NY", USA
12859,"Porter Corners, NY", USA
12860,"Pottersville, NY", USA
12861,"Putnam Station, NY", USA
12862,"Riparius, NY", USA
12863,"Rock City Falls, NY", USA
12864,"Sabael, NY", USA
12865,"Salem, NY", USA
12866,"Saratoga Springs, NY", USA
12870,"Schroon Lake, NY", USA
12871,"Schuylerville, NY", USA
12872,"Severance, NY", USA
12873,"Shushan, NY", USA
12874,"Silver Bay, NY", USA
12878,"Stony Creek, NY", USA
12879,"Newcomb, NY", USA
12883,"Ticonderoga, NY", USA
12884,"Victory Mills, NY", USA
12885,"Warrensburg, NY", USA
12886,"Wevertown, NY", USA
12887,"Whitehall, NY", USA
12901,"Plattsburgh, NY", USA
12903,"Plattsburgh, NY", USA
12910,"Altona, NY", USA
12911,"Keeseville, NY", USA
12912,"Au Sable Forks, NY", USA
12913,"Bloomingdale, NY", USA
12914,"Bombay, NY", USA
12915,"Brainardsville, NY", USA
12916,"Brushton, NY", USA
12917,"Burke, NY", USA
12918,"Cadyville, NY", USA
12919,"Champlain, NY", USA
12920,"Chateaugay, NY", USA
12921,"Chazy, NY", USA
12922,"Childwold, NY", USA
12923,"Churubusco, NY", USA
12924,"Keeseville, NY", USA
12926,"Constable, NY", USA
12927,"Cranberry Lake, NY", USA
12928,"Crown Point, NY", USA
12929,"Dannemora, NY", USA
12930,"Dickinson Center, NY", USA
12932,"Elizabethtown, NY", USA
12933,"Ellenburg, NY", USA
12934,"Ellenburg Center, NY", USA
12935,"Ellenburg Depot, NY", USA
12936,"Essex, NY", USA
12937,"Fort Covington, NY", USA
12939,"Gabriels, NY", USA
12941,"Jay, NY", USA
12942,"Keene, NY", USA
12943,"Keene Valley, NY", USA
12944,"Keeseville, NY", USA
12945,"Lake Clear, NY", USA
12946,"Lake Placid, NY", USA
12949,"Lawrenceville, NY", USA
12950,"Lewis, NY", USA
12952,"Lyon Mountain, NY", USA
12953,"Malone, NY", USA
12955,"Lyon Mountain, NY", USA
12956,"Mineville, NY", USA
12957,"Moira, NY", USA
12958,"Mooers, NY", USA
12959,"Mooers Forks, NY", USA
12960,"Moriah, NY", USA
12961,"Moriah Center, NY", USA
12962,"Morrisonville, NY", USA
12964,"New Russia, NY", USA
12965,"Nicholville, NY", USA
12966,"North Bangor, NY", USA
12967,"North Lawrence, NY", USA
12969,"Owls Head, NY", USA
12970,"Paul Smiths, NY", USA
12972,"Peru, NY", USA
12973,"Piercefield, NY", USA
12974,"Port Henry, NY", USA
12975,"Port Kent, NY", USA
12976,"Rainbow Lake, NY", USA
12977,"Ray Brook, NY", USA
12978,"Redford, NY", USA
12979,"Rouses Point, NY", USA
12980,"Saint Regis Falls, NY", USA
12981,"Saranac, NY", USA
12983,"Saranac Lake, NY", USA
12985,"Schuyler Falls, NY", USA
12986,"Tupper Lake, NY", USA
12987,"Upper Jay, NY", USA
12989,"Vermontville, NY", USA
12992,"West Chazy, NY", USA
12993,"Westport, NY", USA
12995,"Whippleville, NY", USA
12996,"Willsboro, NY", USA
12997,"Wilmington, NY", USA
12998,"Witherbee, NY", USA
13020,"Apulia Station, NY", USA
13021,"Auburn, NY", USA
13022,"Auburn, NY", USA
13024,"Auburn, NY", USA
13026,"Aurora, NY", USA
13027,"Baldwinsville, NY", USA
13028,"Bernhards Bay, NY", USA
13029,"Brewerton, NY", USA
13030,"Bridgeport, NY", USA
13031,"Camillus, NY", USA
13032,"Canastota, NY", USA
13033,"Cato, NY", USA
13034,"Cayuga, NY", USA
13035,"Cazenovia, NY", USA
13036,"Central Square, NY", USA
13037,"Chittenango, NY", USA
13039,"Cicero, NY", USA
13040,"Cincinnatus, NY", USA
13041,"Clay, NY", USA
13042,"Cleveland, NY", USA
13043,"Clockville, NY", USA
13044,"Constantia, NY", USA
13045,"Cortland, NY", USA
13051,"Delphi Falls, NY", USA
13052,"De Ruyter, NY", USA
13053,"Dryden, NY", USA
13054,"Durhamville, NY", USA
13056,"East Homer, NY", USA
13057,"East Syracuse, NY", USA
13060,"Elbridge, NY", USA
13061,"Erieville, NY", USA
13062,"Etna, NY", USA
13063,"Fabius, NY", USA
13064,"Fair Haven, NY", USA
13065,"Fayette, NY", USA
13066,"Fayetteville, NY", USA
13068,"Freeville, NY", USA
13069,"Fulton, NY", USA
13071,"Genoa, NY", USA
13072,"Georgetown, NY", USA
13073,"Groton, NY", USA
13074,"Hannibal, NY", USA
13076,"Hastings, NY", USA
13077,"Homer, NY", USA
13078,"Jamesville, NY", USA
13080,"Jordan, NY", USA
13081,"King Ferry, NY", USA
13082,"Kirkville, NY", USA
13084,"La Fayette, NY", USA
13087,"Little York, NY", USA
13088,"Liverpool, NY", USA
13089,"Liverpool, NY", USA
13090,"Liverpool, NY", USA
13092,"Locke, NY", USA
13093,"Lycoming, NY", USA
13101,"Mc Graw, NY", USA
13102,"Mc Lean, NY", USA
13103,"Mallory, NY", USA
13104,"Manlius, NY", USA
13107,"Maple View, NY", USA
13108,"Marcellus, NY", USA
13110,"Marietta, NY", USA
13111,"Martville, NY", USA
13112,"Memphis, NY", USA
13113,"Meridian, NY", USA
13114,"Mexico, NY", USA
13115,"Minetto, NY", USA
13116,"Minoa, NY", USA
13117,"Montezuma, NY", USA
13118,"Moravia, NY", USA
13119,"Mottville, NY", USA
13120,"Nedrow, NY", USA
13121,"New Haven, NY", USA
13122,"New Woodstock, NY", USA
13123,"North Bay, NY", USA
13124,"North Pitcher, NY", USA
13126,"Oswego, NY", USA
13131,"Parish, NY", USA
13132,"Pennellville, NY", USA
13134,"Peterboro, NY", USA
13135,"Phoenix, NY", USA
13136,"Pitcher, NY", USA
13137,"Plainville, NY", USA
13138,"Pompey, NY", USA
13139,"Poplar Ridge, NY", USA
13140,"Port Byron, NY", USA
13141,"Preble, NY", USA
13142,"Pulaski, NY", USA
13143,"Red Creek, NY", USA
13144,"Richland, NY", USA
13145,"Sandy Creek, NY", USA
13146,"Savannah, NY", USA
13147,"Scipio Center, NY", USA
13148,"Seneca Falls, NY", USA
13152,"Skaneateles, NY", USA
13153,"Skaneateles Falls, NY", USA
13154,"South Butler, NY", USA
13155,"South Otselic, NY", USA
13156,"Sterling, NY", USA
13157,"Sylvan Beach, NY", USA
13158,"Truxton, NY", USA
13159,"Tully, NY", USA
13160,"Union Springs, NY", USA
13162,"Verona Beach, NY", USA
13163,"Wampsville, NY", USA
13164,"Warners, NY", USA
13165,"Waterloo, NY", USA
13166,"Weedsport, NY", USA
13167,"West Monroe, NY", USA
13201,"Syracuse, NY", USA
13202,"Syracuse, NY", USA
13203,"Syracuse, NY", USA
13204,"Syracuse, NY", USA
13205,"Syracuse, NY", USA
13206,"Syracuse, NY", USA
13207,"Syracuse, NY", USA
13208,"Syracuse, NY", USA
13209,"Syracuse, NY", USA
13210,"Syracuse, NY", USA
13211,"Syracuse, NY", USA
13212,"Syracuse, NY", USA
13214,"Syracuse, NY", USA
13215,"Syracuse, NY", USA
13217,"Syracuse, NY", USA
13218,"Syracuse, NY", USA
13219,"Syracuse, NY", USA
13220,"Syracuse, NY", USA
13221,"Syracuse, NY", USA
13224,"Syracuse, NY", USA
13225,"Syracuse, NY", USA
13235,"Syracuse, NY", USA
13244,"Syracuse, NY", USA
13250,"Syracuse, NY", USA
13251,"Syracuse, NY", USA
13252,"Syracuse, NY", USA
13261,"Syracuse, NY", USA
13290,"Syracuse, NY", USA
13301,"Alder Creek, NY", USA
13302,"Altmar, NY", USA
13303,"Ava, NY", USA
13304,"Barneveld, NY", USA
13305,"Beaver Falls, NY", USA
13308,"Blossvale, NY", USA
13310,"Bouckville, NY", USA
13312,"Brantingham, NY", USA
13313,"Bridgewater, NY", USA
13314,"Brookfield, NY", USA
13315,"Burlington Flats, NY", USA
13316,"Camden, NY", USA
13317,"Canajoharie, NY", USA
13318,"Cassville, NY", USA
13319,"Chadwicks, NY", USA
13320,"Cherry Valley, NY", USA
13321,"Clark Mills, NY", USA
13322,"Clayville, NY", USA
13323,"Clinton, NY", USA
13324,"Cold Brook, NY", USA
13325,"Constableville, NY", USA
13326,"Cooperstown, NY", USA
13327,"Croghan, NY", USA
13328,"Deansboro, NY", USA
13329,"Dolgeville, NY", USA
13331,"Eagle Bay, NY", USA
13332,"Earlville, NY", USA
13333,"East Springfield, NY", USA
13334,"Eaton, NY", USA
13335,"Edmeston, NY", USA
13337,"Fly Creek, NY", USA
13338,"Forestport, NY", USA
13339,"Fort Plain, NY", USA
13340,"Frankfort, NY", USA
13341,"Franklin Springs, NY", USA
13342,"Garrattsville, NY", USA
13343,"Glenfield, NY", USA
13345,"Greig, NY", USA
13346,"Hamilton, NY", USA
13348,"Hartwick, NY", USA
13350,"Herkimer, NY", USA
13352,"Hinckley, NY", USA
13353,"Hoffmeister, NY", USA
13354,"Holland Patent, NY", USA
13355,"Hubbardsville, NY", USA
13357,"Ilion, NY", USA
13360,"Inlet, NY", USA
13361,"Jordanville, NY", USA
13362,"Knoxboro, NY", USA
13363,"Lee Center, NY", USA
13364,"Leonardsville, NY", USA
13365,"Little Falls, NY", USA
13367,"Lowville, NY", USA
13368,"Lyons Falls, NY", USA
13401,"Mc Connellsville, NY", USA
13402,"Madison, NY", USA
13403,"Marcy, NY", USA
13404,"Martinsburg, NY", USA
13406,"Middleville, NY", USA
13407,"Mohawk, NY", USA
13408,"Morrisville, NY", USA
13409,"Munnsville, NY", USA
13410,"Nelliston, NY", USA
13411,"New Berlin, NY", USA
13413,"New Hartford, NY", USA
13415,"New Lisbon, NY", USA
13416,"Newport, NY", USA
13417,"New York Mills, NY", USA
13418,"North Brookfield, NY", USA
13420,"Old Forge, NY", USA
13421,"Oneida, NY", USA
13424,"Oriskany, NY", USA
13425,"Oriskany Falls, NY", USA
13426,"Orwell, NY", USA
13428,"Palatine Bridge, NY", USA
13431,"Poland, NY", USA
13433,"Port Leyden, NY", USA
13435,"Prospect, NY", USA
13436,"Raquette Lake, NY", USA
13437,"Redfield, NY", USA
13438,"Remsen, NY", USA
